universe,code,name,score,stage,strong_reason,pullback_quality,current_close,ma60,slope20_pct,distance_pct,distance_change_3d,pullback_from_high_pct,cross_date,last_cross_date,days_since_cross,held3,turnover_ratio,weekly_return_pct,today_return_pct,signal_return_pct,flow_period,flow_start_date,foreign_flow_eok,institution_flow_eok,foreign_flow_value,institution_flow_value,foreign_week_eok,institution_week_eok,foreign_recent2_eok,institution_recent2_eok,foreign_week_value,institution_week_value,foreign_recent2_value,institution_recent2_value
KOSPI200,007660,이수페타시스,80,강한 돌파 추세,주간수익률·60일선 이격·거래대금/수급 확인,,119200.0,99303.33,-2.69,20.04,16.64,0.0,,,,Y,1.95,7.97,5.02,13.52,recent3,2026-09-21,330.9,537.7,33089586450,53769666150,-321.4,0.0,-65.9,340.4,-32140800000,0,-6586545350,34040019950
KOSDAQ150,067310,하나마이크론,80,강한 돌파 추세,주간수익률·60일선 이격·거래대금/수급 확인,,46200.0,36300.83,-8.37,27.27,21.53,0.0,,2026-09-17,4,Y,2.09,2.33,0.54,18.46,recent3,2026-09-21,418.3,99.7,41833406875,9970811150,528.3,179.0,50.0,3.3,52830024000,17903442000,5003161525,327869800
KOSDAQ150,053800,안랩,80,강한 돌파 추세,주간수익률·60일선 이격·거래대금/수급 확인,,73600.0,57568.33,2.92,27.85,8.97,0.0,,,,Y,2.11,6.98,2.51,9.52,recent3,2026-09-21,61.7,40.1,6167206500,4009759050,118.1,0.0,49.6,22.3,11811738000,0,4960345150,2227843250
KOSDAQ150,232140,와이씨,80,강한 돌파 추세,주간수익률·60일선 이격·거래대금/수급 확인,,14270.0,10825.5,-6.97,31.82,20.58,-0.21,,,,Y,1.64,-0.14,-0.21,18.72,recent3,2026-09-21,63.9,29.4,6394084295,2936917525,0.0,0.0,-46.0,14.0,0,0,-4604258175,1395729835
KOSPI200,028260,삼성물산,79.6,신규 돌파,,,368500.0,365533.33,-8.51,0.81,5.76,-2.9,2026-09-23,2026-09-23,0,N,0.82,0.0,1.1,4.39,recent3,2026-09-21,6.8,208.6,681340500,20862637000,0.0,0.0,-131.6,48.6,0,0,-13157847500,4856771500
KOSDAQ150,089030,테크윙,79.2,강한 돌파 추세,주간수익률·60일선 이격·거래대금/수급 확인,,49150.0,46695.0,-6.12,5.26,7.75,-0.3,2026-09-21,2026-09-21,2,Y,1.14,1.76,2.72,7.2,recent3,2026-09-21,126.2,-93.5,12617503275,-9352956350,128.7,-128.3,37.5,-61.2,12874447000,-12831790000,3745986100,-6119494925
KOSPI200,002840,미원상사,79.1,강한 돌파 추세,주간수익률·60일선 이격·거래대금/수급 확인,,136500.0,127623.33,4.11,6.96,0.5,-0.29,,,,Y,0.57,0.37,-0.29,3.49,recent3,2026-09-21,0.5,0.6,50979450,55119650,0.0,0.0,0.5,0.2,0,0,50138550,19190250
KOSPI200,000810,삼성화재,78.6,돌파 후 눌림목,,추가 확인,648000.0,645033.33,0.13,0.46,-1.2,-5.54,,,,Y,0.78,-0.92,-0.61,-0.61,recent3,2026-09-21,-55.6,42.5,-5563552500,4248386500,0.0,0.0,-6.1,-10.9,0,0,-612230000,-1086584500
KOSPI200,014680,한솔케미칼,78.5,강한 돌파 추세,주간수익률·60일선 이격·거래대금/수급 확인,,238000.0,222061.67,-8.95,7.18,11.18,0.0,2026-09-22,2026-09-22,1,N,1.63,8.92,6.01,11.21,recent3,2026-09-21,-69.3,114.1,-6928850250,11410663500,0.0,0.0,-47.0,90.8,0,0,-4702145250,9076652000
KOSPI200,298040,효성중공업,78.1,신규 돌파 유지,,,2892000.0,2827400.0,-7.04,2.28,0.7,-0.92,,2026-09-17,4,Y,0.9,-0.89,-0.92,-0.45,recent3,2026-09-21,319.6,-147.5,31959674500,-14754940500,687.2,0.0,154.1,-21.0,68716097000,0,15407663500,-2098951000
